classification,confidence,distance,reason,left_file_id,right_file_id,left_path,right_path
exact,1.0,0,Identical SHA-256,file_301d5af2f1e658a1,file_f8794f0b7a70bef8,C:\GitHub\httpssgphs.org\images\timeline\egan-avenue-1915.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Egan Avenue\Egan Ave looking south postcard postmarked 1915 from eBay.jpg
exact,1.0,0,Identical SHA-256,file_a2d68236077282d5,file_1a9936f038a4d5b3,C:\GitHub\httpssgphs.org\images\timeline\egan-avenue-early-days.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Egan Avenue\Egan Ave very early days from Beaumont Library District.jpg
exact,1.0,0,Identical SHA-256,file_707026ab26daecc6,file_6873c559c506cc94,C:\GitHub\httpssgphs.org\images\timeline\estrada-family-1940s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Luis Estrada\Emeteria and Luis Estrada 1940s.jpg
exact,1.0,0,Identical SHA-256,file_1e37f114b207bc9c,file_0e0256356003fd4e,C:\GitHub\httpssgphs.org\images\timeline\estrada-road-2021.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Luis Estrada\Family celebrating 20 years Luis Estrada Road 2021.jpg
exact,1.0,0,Identical SHA-256,file_9e089b54965e6eed,file_1899e1d4624d2a35,C:\GitHub\httpssgphs.org\images\timeline\eucalyptus-1900.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Eucalyptus trees\Eucalyptus trees Beaumont Avenue about 1900.jpg
exact,1.0,0,Identical SHA-256,file_bccacb5a76ec852e,file_d051bc698921542e,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1910.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Fifth Street Downtown\Fifth streetlooking east at egan 1910.JPG
exact,1.0,0,Identical SHA-256,file_606a10f569122505,file_2171390c3d403e70,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1925.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Fifth Street Downtown\fifth street 1925 frasher photo courtesy of clamshack via fliker on FB 7-16-20.jpg
exact,1.0,0,Identical SHA-256,file_cbf208e0c55467a6,file_4740bdae9f158a02,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1949.jpg,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Fifth Street Downtown\Fifth Street, Beaumont, looking west from the intersection of Fifth and Grace Street 1949-50.jpg"
exact,1.0,0,Identical SHA-256,file_25c0cb94257addef,file_2355974dafe58b8e,C:\GitHub\httpssgphs.org\images\timeline\fire-chief-1968.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department chief in 4-30-68 Record-Gazette newspaper.jpg
exact,1.0,0,Identical SHA-256,file_2b565e14d1338329,file_b272ec3ba0ef43b0,C:\GitHub\httpssgphs.org\images\timeline\fire-dept-1960.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Fire Department late 1950s or early 1960s.jpg
exact,1.0,0,Identical SHA-256,file_608bbe1d9cc6c514,file_127a46ceafca2e40,C:\GitHub\httpssgphs.org\images\timeline\fire-dept-1976.jpg,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Scott DeForge, left, and John McLaughlin, right, Beaumont Fire Department, 1976.jpg"
exact,1.0,0,Identical SHA-256,file_4a38fb82984fa14d,file_2afac9bfcf74e668,C:\GitHub\httpssgphs.org\images\timeline\fire-station-1969.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Building Beaumont Fire Station on Maple Ave. in 3-21-69 Record-Gazette newspaper.jpg
exact,1.0,0,Identical SHA-256,file_eb0a7c549049bc0e,file_22c3e924a81727ee,C:\GitHub\httpssgphs.org\images\timeline\first-christian-church-1930.jpg,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Church 701 Egan Ave\First Christian Church, 701 Egan Ave. 1930-1940.jpg"
exact,1.0,0,Identical SHA-256,file_49b95f43d5df4012,file_303d948b96e89578,C:\GitHub\httpssgphs.org\images\timeline\gateway-gazette-1908.jpg,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Gateway Gazette\Gateway Gazette April 30, 1908.jpg"
exact,1.0,0,Identical SHA-256,file_9bc1746066487deb,file_33e4534b0637f6ec,C:\GitHub\httpssgphs.org\images\timeline\hotel-beaumont-1888.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Hotel Beaumont\Hotel Beaumont 1888.jpg
exact,1.0,0,Identical SHA-256,file_8f16fc0117d70ff6,file_fec600cc91a2b866,C:\GitHub\httpssgphs.org\images\timeline\hotel-fire-1909.jpg,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Hotel Beaumont\Beaumont Hotel fire Los Angeles Herald, August 18 1909.jpg"
exact,1.0,0,Identical SHA-256,file_2e06bc8d8ba9606c,file_26afe4712e031ca1,C:\GitHub\httpssgphs.org\images\timeline\laura-may-stewart-1911.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Laura May Stewart\Laura May Stewart 1911.jpg
exact,1.0,0,Identical SHA-256,file_234daadce4f118e6,file_b5ee5e9c1bfe9f9d,C:\GitHub\httpssgphs.org\images\timeline\mccoy-house-1987.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\McCoy House and lumberyard\McCoy house fr Community Advisor 11-12-87.jpg
exact,1.0,0,Identical SHA-256,file_cfffa3785397ee75,file_8cb40a6d96de423a,C:\GitHub\httpssgphs.org\images\timeline\post-office-1890s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Post Office\Beaumont Post Office to left at intersection of Egan Ave. and Fifth St. 1890s.jpg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_cfffa3785397ee75,file_9f174ea9dfd23a06,C:\GitHub\httpssgphs.org\images\timeline\post-office-1890s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1879 Post office.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_cfffa3785397ee75,file_1afe8689e66cecfb,C:\GitHub\httpssgphs.org\images\timeline\post-office-1890s.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1879 Post office.jpeg
exact,1.0,0,Identical SHA-256,file_6cdaa20c842dae91,file_7d7e2a73af6edba6,C:\GitHub\httpssgphs.org\images\timeline\railroad-workers-1890s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Mexican and other railroad workers\railroad workers with steam locomotives at Beaumont Train Depot 1890s from Banning Library District.jpg
exact,1.0,0,Identical SHA-256,file_be5479c722bc34f0,file_99a2fafc09189ad6,C:\GitHub\httpssgphs.org\images\timeline\sp-demo-train-1909.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Train Depot\Southern Pacific Railroad Agricultural and Horticultural demonstration train in Beaumont March 1909 calisphere.jpg
exact,1.0,0,Identical SHA-256,file_3017aa80d1cfd66f,file_38b8bb767f7caa77,C:\GitHub\httpssgphs.org\images\timeline\summit-house-1890s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Summit House\Summit House Banning Library District 1890s.jpg
exact,1.0,0,Identical SHA-256,file_0e922b765426454a,file_76be1ca31232a65c,C:\GitHub\httpssgphs.org\images\timeline\sunnyslope-cemetery-1960s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Reznor Stewart and ranch and Stewart Sunnyslope Cemetery\Stewart Sunnyslope Cemetery gate and Stewart family donationg more funds 1960s.jpg
exact,1.0,0,Identical SHA-256,file_a5f569fa3541715f,file_97a5832c0acf6f82,C:\GitHub\httpssgphs.org\images\timeline\sunset-plaza-hotel-1948.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Sunset Plaza Hotel\sunset plaza hotel circa 1948 calisphere.jpg
exact,1.0,0,Identical SHA-256,file_e02348a0eef821d1,file_4f09772a1bb7c288,C:\GitHub\httpssgphs.org\images\timeline\wctu-fountain-1910.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\WCTU Fountain\WCTU Fountain dedication Dec. 25 1910 courtesy Leslie A. Rios III postcard collection.jpg
exact,1.0,0,Identical SHA-256,file_dad8d6f3d912fe48,file_6ab6468fa53e580c,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1890.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Wellwood School\Wellwood school old building 1890-1893 - Copy.jpg
exact,1.0,0,Identical SHA-256,file_20c46e4fd773f110,file_675df01bfdf374a4,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1916.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Wellwood School\Wellwood school old building circa 1916-17.jpg
exact,1.0,0,Identical SHA-256,file_eb4021f72b25f094,file_f74f9d635744fa37,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1921.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Wellwood School\Wellwood School soon after it was built in 1921 from Beaumont Library District - Copy.jpg
exact,1.0,0,Identical SHA-256,file_2b1733f67e46926c,file_428e1e7987afccf0,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg",X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall 500 Grace Ave..jpg
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_2b1733f67e46926c,file_c8bb00049f7ff016,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg",X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall Grace Ave..jpeg
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_2b1733f67e46926c,file_c780038dd10e5d93,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg",X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1912 Beaumont incorporates as a City.jpeg
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_2b1733f67e46926c,file_badb300aa1fa86ce,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg",X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1912 Beaumont incorporates as a City.jpeg
exact,1.0,0,Identical SHA-256,file_78418ba57bf11eaf,file_92a4d87125e15569,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department photo from Calisphere.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department with old hose cart photo from Calisphere.jpg
exact,1.0,0,Identical SHA-256,file_4260be4b2218efa2,file_3cbc80678b732e4f,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont High School now City Hall\6th St. fr 1946 Bmt High yearbook donated by Leslie Rios 11-2020.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\motels cafes gas stations\6th St. fr 1946 Bmt High yearbook donated by Leslie Rios 11-2020.jpg
exact,1.0,0,Identical SHA-256,file_dcb7ac191e289893,file_3a3798409f622149,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Post Office\Beaumont Post Office and Dedication of the WTCU fountain 1910.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\WCTU Fountain\Beaumont Post Office and Dedication of the WTCU fountain 1910 a.jpg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_8cb40a6d96de423a,file_9f174ea9dfd23a06,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Post Office\Beaumont Post Office to left at intersection of Egan Ave. and Fifth St. 1890s.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1879 Post office.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_8cb40a6d96de423a,file_1afe8689e66cecfb,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Post Office\Beaumont Post Office to left at intersection of Egan Ave. and Fifth St. 1890s.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1879 Post office.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_82c1ab228c096c21,file_95ff3cedf793cbb3,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Train Depot\Beaumont Train Depot calisphere.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1875 Railroad Depot.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_82c1ab228c096c21,file_42a2955f7119c5c7,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Train Depot\Beaumont Train Depot calisphere.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1875 Railroad Depot.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_642d4db8621b03d7,file_9f093d233318bb55,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Woman's Club\Beaumont Woman's Club from Beaumont Library District.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1911 Woman's Clubhouse.jpeg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_642d4db8621b03d7,file_3cb641cd1cfdf7d1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Woman's Club\Beaumont Woman's Club from Beaumont Library District.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1911 Woman's Clubhouse.jpeg
probable_match,0.56,12,Perceptually similar; manual review required,file_9fe8585582d514e1,file_229b9a6950a74027,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Church 701 Egan Ave\First Christian Church 701 Egan Ave probably late 1950s a.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1927 man and fruit tree.jpeg
probable_match,0.56,12,Perceptually similar; manual review required,file_9fe8585582d514e1,file_348736affdb526d1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Church 701 Egan Ave\First Christian Church 701 Egan Ave probably late 1950s a.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1927 man and fruit tree.jpeg
exact,1.0,0,Identical SHA-256,file_932e28e1d506368f,file_71f21604261a3fb1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Egan Avenue\Egan Ave. 600 block from Beaumont Library District.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Summit House\Summit House in Beaumont from Beaumont Library District.jpg
exact,1.0,0,Identical SHA-256,file_19eed4484c184cab,file_eec4546a4b2a26e0,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Eyer House and family\Cora K. Eyer.jpeg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Eyer House and family\coraeyer.jpeg
reencoded_or_resized,0.95,1,Very close perceptual hash and aspect ratio,file_6048c7d7a1556432,file_adfe606fb43b1eae,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\first Bank of Beaumont 5th and California\first bank of beaumont.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1911 First Library house in basement of bank building.jpeg
reencoded_or_resized,0.95,1,Very close perceptual hash and aspect ratio,file_6048c7d7a1556432,file_a535ec86c657664c,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\first Bank of Beaumont 5th and California\first bank of beaumont.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1911 First Library house in basement of bank building.jpeg
exact,1.0,0,Identical SHA-256,file_81573fc561e39bcb,file_f2298fad395d2664,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Luis Estrada\Luis Estrada statue at California State Railroad Museum in Sacramento d.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Mexican and other railroad workers\Beaumont railroad women swept the tracks (2).jpg
exact,1.0,0,Identical SHA-256,file_603be2bdeb2de003,file_e98605c0e18987a8,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Luis Estrada\Railroad workers Luis Estrada fourth from right.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Mexican and other railroad workers\Railroad workers Luis Estrada fourth from right.jpg
exact,1.0,0,Identical SHA-256,file_95d25e3c922df5a7,file_e35ca42b8a1d7d6a,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Luis Estrada\Railworkers Luis Estrada far right.JPG,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Mexican and other railroad workers\Railworkers Luis Estrada far right.JPG
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_428e1e7987afccf0,file_c8bb00049f7ff016,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall 500 Grace Ave..jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall Grace Ave..jpeg
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_428e1e7987afccf0,file_c780038dd10e5d93,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall 500 Grace Ave..jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1912 Beaumont incorporates as a City.jpeg
reencoded_or_resized,0.9,2,Very close perceptual hash and aspect ratio,file_428e1e7987afccf0,file_badb300aa1fa86ce,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall 500 Grace Ave..jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1912 Beaumont incorporates as a City.jpeg
exact,1.0,0,Identical SHA-256,file_c8bb00049f7ff016,file_c780038dd10e5d93,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall Grace Ave..jpeg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\1912 Beaumont incorporates as a City.jpeg
exact,1.0,0,Identical SHA-256,file_c8bb00049f7ff016,file_badb300aa1fa86ce,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Old City Hall 500 Grace Ave\Beaumont City Hall Grace Ave..jpeg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\1912 Beaumont incorporates as a City.jpeg
exact,1.0,0,Identical SHA-256,file_d923b711ccb067e3,file_3ec5a257f2d360d1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Pauline Weaver\Pauline-Weaver.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Mural Images\Weaver.jpeg
exact,1.0,0,Identical SHA-256,file_d923b711ccb067e3,file_e5d7e62a8efa93d5,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Pauline Weaver\Pauline-Weaver.jpg,X:\My Drive\Projects\Beaumont Library District\projects\timeline-mural\Design Files\Mural Images\Weaver.jpeg
rotated_or_mirrored,0.667,7,Close after rot270 transform,file_d188fd618b565a75,file_68f9b77b766bbd26,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Presbyterian Church 702 Euclid Ave\Beaumont Presbyterian Church.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Smoot\Jane Eyer Smoot 1859-1935.jpg
reencoded_or_resized,1.0,0,Very close perceptual hash and aspect ratio,file_987219cc2e404c3e,file_49b8de2d50a971b2,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Presbyterian Church 702 Euclid Ave\presbyterian church 2.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Presbyterian Church 702 Euclid Ave\presbyterian church 2.png
exact,1.0,0,Identical SHA-256,file_83556585bdb29b76,file_90dd5b73213d0852,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave (1)\Bank of Beaumont engraving front.JPG,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave\Bank of Beaumont engraving front.JPG
exact,1.0,0,Identical SHA-256,file_7f11fe20c7a97c4d,file_a4205a479cd146be,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave (1)\Bank of Beaumont Fifth St. and Egan Ave. from Banning Library District - Copy.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave\Bank of Beaumont Fifth St. and Egan Ave. from Banning Library District - Copy.jpg
exact,1.0,0,Identical SHA-256,file_7f11fe20c7a97c4d,file_0a06d6ae0cdf3536,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave (1)\Bank of Beaumont Fifth St. and Egan Ave. from Banning Library District - Copy.jpg,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\WCTU Fountain\WCTU Fountain sitting next to Bank of Beaumont at Fifth St. and Egan Ave..jpg
exact,1.0,0,Identical SHA-256,file_fca09367fcdc9efc,file_c2c7f16dbc3a4d7c,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave (1)\Bank of Beaumont today.JPG,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\second Bank of Beaumont Fifth St and California Ave\Bank of Beaumont today.JPG
